#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2
241,Tyler Heineman,623168,13897,13897,10691,*02n1c*,BOS,DH,C,Heineman,Tyler,Heineman,Tyler
242,Brent Suter,608718,13942,13942,9436,*03cav*,CIN,RP,RP,Suter,Brent,Suter,Brent
243,Michael Wacha,608379,14078,14078,8426,*02iug*,KC,SP,SP,Wacha,Michael,Wacha,Michael
244,Kevin Gausman,592332,14107,14107,8427,*02hi7*,TOR,SP,SP,Gausman,Kevin,Gausman,Kevin
245,Albert Almora Jr.,546991,14109,14109,8639,,ARI,OF,OF,Almora Jr.,Albert,Almora Jr.,Albert
246,Lance McCullers Jr.,621121,14120,14120,8659,*026l1*,HOU,SP,SP,McCullers Jr.,Lance,McCullers Jr.,Lance
247,Joey Gallo,608336,14128,14128,8711,*02i3v*,WSH,1B/OF,1B/OF,Gallo,Joey,Gallo,Joey
248,Byron Buxton,621439,14161,14161,8674,*02i2k*,MIN,OF,OF,Buxton,Byron,Buxton,Byron
249,Carlos Correa,621043,14162,14162,8656,*02i2q*,MIN,SS,SS,Correa,Carlos,Correa,Carlos
250,Jose Berrios,621244,14168,14168,8951,*02mwk*,TOR,SP,SP,Berrios,Jose,Berríos,José
251,Kyle Zimmer,622092,14169,14169,8429,,CIN,SP,SP,Zimmer,Kyle,Zimmer,Kyle
252,Josh Hader,623352,14212,14212,9492,*02n96*,HOU,RP,RP,Hader,Josh,Hader,Josh
253,Jorge Soler,624585,14221,14221,8331,*02i11*,ATL,OF,OF,Soler,Jorge,Soler,Jorge
254,Ray Black,605143,14244,,9286,*02bvi*,MIL,RP,RP,Black,Ray,Black,Ray
255,Mitch Haniger,571745,14274,14274,9431,*02mwj*,SEA,OF,OF,Haniger,Mitch,Haniger,Mitch
256,Wandy Peralta,593974,14295,14295,9448,*047sh*,SD,RP,RP,Peralta,Wandy,Peralta,Wandy
257,Frankie Montas,593423,14309,14309,9103,*02yg3*,MIL,SP,SP,Montas,Frankie,Montas,Frankie
258,Wilmer Difo,594694,14320,14320,9047,*03c7r*,CHW,2B,2B/3B/ OF,Difo,Wilmer,Difo,Wilmer
259,Anthony Alford,546990,14329,14329,9509,,CIN,OF,OF,Alford,Anthony,Alford,Anthony
260,Matt Olson,621566,14344,14344,8690,*02mwm*,ATL,1B,1B,Olson,Matt,Olson,Matt
261,Raimel Tapia,606132,14350,14350,8943,,FA,OF,OF,Tapia,Raimel,,
262,Ty Blach,621389,14361,14361,9285,*02mzi*,COL,RP,RP,Blach,Ty,Blach,Ty
263,Tyler Glasnow,607192,14374,14374,8700,*02btx*,LAD,SP,SP,Glasnow,Tyler,Glasnow,Tyler
264,Joe Hudson,621529,14412,14412,10105,,NYM,C,C,Hudson,Joe,Hudson,Joe
265,Jake Cave,595909,14477,14477,9251,*02bul*,COL,OF,1B/OF,Cave,Jake,Cave,Jake
266,Jose Leclerc,600917,14524,14524,9239,*030×2*,TEX,RP,RP,Leclerc,Jose,Leclerc,José
267,Jorge Lopez,605347,14527,14527,9173,*02brf*,CHC,RP,RP,Lopez,Jorge,López,Jorge
268,Carlos Estevez,608032,14542,14542,9294,*03mnq*,PHI,RP,RP,Estevez,Carlos,Estévez,Carlos
269,Edwin Diaz,621242,14710,14710,9376,*02my5*,NYM,RP,RP,Diaz,Edwin,Díaz,Edwin
270,Manuel Margot,622534,14712,14712,8936,*02i3d*,MIN,OF,OF,Margot,Manuel,Margot,Manuel
271,Paul Blackburn,621112,14739,14739,9578,*02mwd*,NYM,SP,SP,Blackburn,Paul,Blackburn,Paul
272,Kyle Farmer,571657,14813,14813,9537,*0312h*,MIN,2B/SS/ 3B,2B/SS/ 3B,Farmer,Kyle,Farmer,Kyle
273,Buck Farmer,571656,14814,14814,8867,*02n6j*,CIN,RP,RP,Farmer,Buck,Farmer,Buck
274,Michael Lorenzen,547179,14843,14843,9028,*02hir*,KC,SP,SP,Lorenzen,Michael,Lorenzen,Michael
275,Joe Mantiply,573009,14857,14857,9450,*03mle*,ARI,RP,RP,Mantiply,Joe,Mantiply,Joe
276,Sam Moll,594580,14874,14874,9498,*0311r*,CIN,RP,RP,Moll,Sam,Moll,Sam
277,Tony Kemp,643393,14894,14894,9364,,CIN,2B/OF,2B/OF,Kemp,Tony,Kemp,Tony
278,Jon Gray,592351,14916,14916,8653,*02bxv*,TEX,SP,SP,Gray,Jon,Gray,Jon
279,Jack Reinheimer,595373,14938,14938,9561,,CHC,SS,SS,Reinheimer,Jack,Reinheimer,Jack
280,Chad Kuhl,641771,14975,14975,9390,,CHW,RP,RP,Kuhl,Chad,Kuhl,Chad
281,Corey Knebel,608349,15010,15010,8795,*0310k*,LAA,RP,RP,Knebel,Corey,Knebel,Corey
282,German Marquez,608566,15038,15038,9295,*03amq*,COL,SP,SP,Marquez,German,Márquez,Germán
283,Trevor Gott,641627,15046,15046,9074,*0316r*,OAK,RP,RP,Gott,Trevor,Gott,Trevor
284,Austin Voth,608723,15047,15047,9484,*0316l*,SEA,RP,RP,Voth,Austin,Voth,Austin
285,Dom Nunez,624513,15055,15055,10673,*03125*,CLE,DH,C,Nunez,Dom,Nuñez,Dom
286,Rob Zastryzny,642239,15094,15094,9435,,MIL,RP,RP,Zastryzny,Rob,Zastryzny,Rob
287,Ben Heller,621294,15100,15100,9426,*031gh*,PIT,RP,RP,Heller,Ben,Heller,Ben
288,Ryan McMahon,641857,15112,15112,9726,*0310n*,COL,2B/3B,2B/3B,McMahon,Ryan,McMahon,Ryan
289,Tyler Danish,641501,15126,15126,9377,,COL,RP,RP,Danish,Tyler,Danish,Tyler
290,Mitch Garver,641598,15161,15161,9549,*031cd*,SEA,C,C,Garver,Mitch,Garver,Mitch
291,Adam Frazier,624428,15223,15223,9387,*0316t*,KC,2B/OF,2B/OF,Frazier,Adam,Frazier,Adam
292,Mike Tauchman,643565,15274,15274,9698,*0312v*,CHC,OF,OF,Tauchman,Mike,Tauchman,Mike
293,Andrew Heaney,571760,15423,15423,8670,*02mv0*,TEX,SP,SP,Heaney,Andrew,Heaney,Andrew
294,Kris Bryant,592178,15429,15429,8644,*01ubo*,COL,1B/OF,1B/OF,Bryant,Kris,Bryant,Kris
295,Matthew Boyd,571510,15440,15440,9087,,CLE,SP,SP,Boyd,Matthew,Boyd,Matthew
296,Mike Mayers,594577,15451,15451,9414,*0316b*,TOR,RP,RP,Mayers,Mike,Mayers,Mike
297,Hunter Renfroe,592669,15464,15464,8968,*03022*,KC,OF,1B/OF,Renfroe,Hunter,Renfroe,Hunter
298,Marco Gonzales,594835,15467,15467,8712,*03111*,PIT,SP,SP,Gonzales,Marco,Gonzales,Marco
299,Lucas Giolito,608337,15474,15474,8724,*02i37*,BOS,SP,SP,Giolito,Lucas,Giolito,Lucas
300,Antonio Senzatela,622608,15488,15488,9297,*02zoa*,COL,SP,SP,Senzatela,Antonio,Senzatela,Antonio
301,J.P. Crawford,641487,15491,15491,8694,*0310z*,SEA,SS,SS,Crawford,J.P.,Crawford,J.P.
302,Kendall Graveman,608665,15514,15514,8900,*031c2*,HOU,RP,RP,Graveman,Kendall,Graveman,Kendall
303,Chad Green,643338,15552,15552,9361,*0374o*,TOR,RP,RP,Green,Chad,Green,Chad
304,Nick Wittgren,621295,15594,15594,9319,,MIN,RP,RP,Wittgren,Nick,Wittgren,Nick
305,Aaron Judge,592450,15640,15640,8956,*02z0s*,NYY,OF,OF,Judge,Aaron,Judge,Aaron
306,Dominic Smith,642086,15653,15653,8679,*02z96*,BOS,1B,1B,Smith,Dominic,,
307,Billy McKinney,641856,15654,15654,8939,,PIT,OF,OF,McKinney,Billy,McKinney,Billy
308,Reese McGuire,624512,15674,15674,8699,*0310a*,BOS,C,C,McGuire,Reese,McGuire,Reese
309,Rowdy Tellez,642133,15679,15679,9880,*032gq*,PIT,1B,1B,Tellez,Rowdy,Tellez,Rowdy
310,Luis Castillo,622491,15689,15689,9506,*03nuc*,SEA,SP,SP,Castillo,Luis,Castillo,Luis
311,Tyler Wade,642180,15730,15730,9697,*031b4*,SD,2B/SS/ 3B/OF,2B/SS/ 3B/OF,Wade,Tyler,Wade,Tyler
312,Joe Jimenez,641729,15761,15761,9644,*03as0*,ATL,RP,RP,Jimenez,Joe,Jiménez,Joe
313,Paul Fry,643316,15832,15832,9529,*031ez*,TOR,RP,RP,Fry,Paul,Fry,Paul
314,Adam Plutko,592644,15846,15846,9462,,MIN,RP,RP,Plutko,Adam,Plutko,Adam
315,Wander Suero,593833,15855,15855,9832,,HOU,RP,RP,Suero,Wander,Suero,Wander
316,Sean Manaea,640455,15873,15873,8666,*02x0f*,NYM,SP,SP,Manaea,Sean,Manaea,Sean
317,Luis Severino,622663,15890,15890,8958,*03ab0*,NYM,SP,SP,Severino,Luis,Severino,Luis
318,Austin Nola,543592,15941,15941,9504,*02mzc*,KC,C,C,Nola,Austin,Nola,Austin
319,Ryne Stanek,592773,15947,15947,9519,*02hhj*,NYM,RP,RP,Stanek,Ryne,Stanek,Ryne
320,Cody Bellinger,641355,15998,15998,9649,*03120*,CHC,1B/OF,1B/OF,Bellinger,Cody,Bellinger,Cody
321,Carlos Rodon,607074,16137,16137,8942,*02c2r*,NYY,SP,SP,Rodon,Carlos,Rodón,Carlos
322,Aaron Nola,605400,16149,16149,8961,*02i3o*,PHI,SP,SP,Nola,Aaron,Nola,Aaron
323,J.D. Davis,605204,16219,16219,9722,*02bu2*,BAL,1B/3B,1B/3B,Davis,J.D.,Davis,J.D.
324,Trea Turner,607208,16252,16252,9132,*02c68*,PHI,SS,SS,Turner,Trea,Turner,Trea
325,Alex Blandino,607468,16271,16271,9905,,CIN,1B,1B,Blandino,Alex,Blandino,Alex
326,Michael Conforto,624424,16376,16376,8954,*02z0t*,SF,OF,OF,Conforto,Michael,Conforto,Michael
327,Reynaldo Lopez,625643,16400,16400,9410,*03i81*,ATL,SP,SP,Lopez,Reynaldo,López,Reynaldo
328,Francisco Mejia,642336,16403,16403,9548,*03a95*,MIL,C,C,Mejia,Francisco,Mejía,Francisco
329,Christian Arroyo,624414,16434,16434,8969,*0310e*,MIL,2B,2B,Arroyo,Christian,Arroyo,Christian
330,Kyle Schwarber,656941,16478,16478,8940,*03cag*,PHI,OF,OF,Schwarber,Kyle,Schwarber,Kyle
331,Matt Chapman,656305,16505,16505,9683,*03d6s*,SF,3B,3B,Chapman,Matt,Chapman,Matt
332,Dan Altavilla,656186,16507,16507,9440,*03dec*,KC,RP,RP,Altavilla,Dan,Altavilla,Dan
333,Danny Jansen,643376,16535,16535,9795,*031el*,BOS,C,C,Jansen,Danny,Jansen,Danny
334,Ozzie Albies,645277,16556,16556,9721,*03fi0*,ATL,2B,2B,Albies,Ozzie,Albies,Ozzie
335,Austin Gomber,596295,16561,16561,9847,*03dbe*,COL,SP,SP,Gomber,Austin,Gomber,Austin
336,Jonathan Holder,656547,16588,16588,9447,*03dex*,TEX,RP,RP,Holder,Jonathan,Holder,Jonathan
337,J.P. Feyereisen,656420,16610,16610,10751,*03dpn*,LAD,RP,RP,Feyereisen,J.P.,Feyereisen,J.P.
338,Greg Allen,656185,16623,16623,9744,*03dez*,NYY,OF,OF,Allen,Greg,Allen,Greg
339,Brock Stewart,592779,16727,16727,9392,*03deu*,MIN,RP,RP,Stewart,Brock,Stewart,Brock
340,Colin Moran,592567,16909,16909,8671,*026l2*,SEA,1B,1B/3B,Moran,Colin,Moran,Colin
341,Luke Weaver,596133,16918,16918,9430,*02c5l*,NYY,RP,RP,Weaver,Luke,Weaver,Luke
342,Aramis Garcia,605244,16925,16925,9898,*02c6c*,PHI,C,C,Garcia,Aramis,Garcia,Aramis
343,Jonah Heim,641680,16930,16930,10705,*031b2*,TEX,C,C,Heim,Jonah,Heim,Jonah
344,Grant Holmes,656550,16944,16944,10468,*03d6p*,ATL,SP,SP,Holmes,Grant,Holmes,Grant
345,Trevor Williams,592866,16977,16977,9457,*0311b*,WSH,SP,SP,Williams,Trevor,Williams,Trevor
346,Tyler Beede,595881,16981,16981,9899,*02bq5*,CLE,RP,RP,Beede,Tyler,Beede,Tyler
347,Gleyber Torres,650402,16997,16997,9778,*031t0*,NYY,2B,2B,Torres,Gleyber,Torres,Gleyber
348,Raisel Iglesias,628452,17130,17130,8981,*03aqv*,ATL,RP,RP,Iglesias,Raisel,Iglesias,Raisel
349,Domingo German,593334,17149,17149,9145,*03c97*,PIT,SP,SP,German,Domingo,Germán,Domingo
350,Chad Wallach,595453,17161,17161,9740,,LAA,C,C,Wallach,Chad,Wallach,Chad
351,Yoan Moncada,660162,17232,17232,8979,*03eet*,CHW,3B,3B,Moncada,Yoan,Moncada,Yoán
352,Austin Brice,592169,17237,17237,9316,*026jx*,MIN,RP,RP,Brice,Austin,Brice,Austin
353,Jorge Mateo,622761,17273,17273,9524,*03b6k*,BAL,2B/SS,2B/SS,Mateo,Jorge,Mateo,Jorge
354,Justus Sheffield,656954,17285,17285,9794,,CIN,RP,RP,Sheffield,Justus,Sheffield,Justus
355,Jeff Hoffman,656546,17432,17432,8975,*03ann*,PHI,RP,RP,Hoffman,Jeff,Hoffman,Jeff
356,Alex Bregman,608324,17678,17678,9415,*02w7p*,HOU,3B,3B,Bregman,Alex,Bregman,Alex
357,Andrew Benintendi,643217,17901,17901,9417,*03pdw*,CHW,OF,OF,Benintendi,Andrew,Benintendi,Andrew
358,Nathan Lukes,664770,18123,18123,11637,*03qmr*,TOR,OF,OF,Lukes,Nathan,Lukes,Nathan
359,Carson Fulmer,608334,18311,18311,9404,*02n67*,LAA,SP,SP,Fulmer,Carson,Fulmer,Carson
360,Dansby Swanson,621020,18314,18314,9432,*03ae8*,CHC,SS,SS,Swanson,Dansby,Swanson,Dansby
361,Kenta Maeda,628317,18498,18498,9183,*02z93*,DET,SP,SP,Maeda,Kenta,Maeda,Kenta
362,Yuli Gurriel,493329,19198,19198,9407,*025jv*,ATL,1B,1B,Gurriel,Yuli,Gurriel,Yuli
363,Daniel Bard,453268,453268,7115,7137,*01cg1*,COL,RP,RP,Bard,Daniel,Bard,Daniel
364,Chris Martin,455119,455119,11847,8768,*02j77*,BOS,RP,RP,Martin,Chris,Martin,Chris
365,Wilking Rodriguez,516853,516853,,8802,*01srp*,STL,P,P,Rodriguez,Wilking,Rodriguez,Wilking
366,Fernando Cruz,518585,518585,7048,11557,*05ym7*,CIN,RP,RP,Cruz,Fernando,Cruz,Fernando
367,Merrill Kelly,518876,518876,11156,10506,*02hj7*,ARI,SP,SP,Kelly,Merrill,Kelly,Merrill
368,Elliot Soto,519303,519303,11155,10914,,LAA,SS,SS,Soto,Elliot,Soto,Elliot
369,Humberto Castellanos,528748,528748,21183,11089,*050if*,ARI,RP,RP,Castellanos,Humberto,Castellanos,Humberto
370,Ryan Carpenter,543001,543001,12699,9978,*02bvl*,SD,SP,SP,Carpenter,Ryan,Carpenter,Ryan
371,Drew Maggi,543482,543482,11381,10947,,DET,SS,SS,Maggi,Drew,Maggi,Drew
372,Albert Suarez,544150,544150,6175,9358,*02xid*,BAL,SP,SP,Suarez,Albert,Suárez,Albert
373,Cody Poteet,547001,547001,18769,11212,*02b2k*,NYY,SP,SP,Poteet,Cody,Poteet,Cody
374,Daniel Camarena,547176,547176,14467,10649,*02c65*,SD,RP,RP,Camarena,Daniel,Camarena,Daniel
375,Michael Kelly,547184,547184,12791,9974,*02bqn*,OAK,RP,RP,Kelly,Michael,Kelly,Michael
376,Brooks Raley,548384,548384,10061,8363,*01vxp*,NYM,RP,RP,Raley,Brooks,Raley,Brooks
377,Miles Mikolas,571945,571945,9803,9819,*02h9r*,STL,SP,SP,Mikolas,Miles,Mikolas,Miles
378,Hoby Milner,571948,571948,13346,9589,*02n0v*,MIL,RP,RP,Milner,Hoby,Milner,Hoby
379,Jon Singleton,572138,572138,10441,8213,*01srk*,HOU,1B,1B,Singleton,Jon,Singleton,Jon
380,Burch Smith,572143,572143,12784,8486,*02c1b*,BAL,RP,RP,Smith,Burch,Smith,Burch
381,Luke Voit,572228,572228,14811,9695,,NYM,1B,1B,Voit,Luke,Voit,Luke
382,Luke Bard,572703,572703,14288,9931,*02he4*,TOR,RP,RP,Bard,Luke,Bard,Luke
383,Caleb Thielbar,573204,573204,10078,8494,*02hfr*,MIN,RP,RP,Thielbar,Caleb,Thielbar,Caleb
384,Mike Yastrzemski,573262,573262,14854,10626,*031dw*,SF,OF,OF,Yastrzemski,Mike,Yastrzemski,Mike
385,Yusei Kikuchi,579328,579328,20633,10438,*04ml0*,HOU,SP,SP,Kikuchi,Yusei,Kikuchi,Yusei
386,Jason Adam,592094,592094,11861,10025,*025it*,SD,RP,RP,Adam,Jason,Adam,Jason
387,Dylan Covey,592229,592229,14825,9590,*01uci*,PHI,RP,RP,Covey,Dylan,Covey,Dylan
388,Kent Emanuel,592288,592288,15849,10707,*02hqe*,MIA,RP,RP,Emanuel,Kent,Emanuel,Kent
389,Niko Goodrum,592348,592348,12092,9747,*025fb*,BAL,SS,SS,Goodrum,Niko,Goodrum,Niko
390,Mark Payton,592622,592622,16042,10801,,CHW,OF,OF,Payton,Mark,Payton,Mark
391,Henry Ramos,592656,592656,11481,10981,*029ur*,CIN,OF,OF,Ramos,Henry,Ramos,Henry
392,Zack Weiss,592848,592848,15444,9910,*02hkd*,MIN,RP,RP,Weiss,Zack,Weiss,Zack
393,Rowan Wick,592858,592858,14646,9559,*02hq8*,TOR,RP,RP,Wick,Rowan,Wick,Rowan
394,Ben Lively,594902,594902,14932,8960,*0311w*,CLE,SP,SP,Lively,Ben,Lively,Ben
395,Nick Burdi,595897,595897,16074,8952,*03adx*,NYY,RP,RP,Burdi,Nick,Burdi,Nick
396,John Curtiss,595928,595928,16128,9733,*02ob9*,COL,RP,RP,Curtiss,John,Curtiss,John
397,Chris Ellis,595939,595939,16125,10513,,ARI,SP,SP,Ellis,Chris,Ellis,Chris
398,Phillip Evans,595943,595943,,9766,,ATL,1B/OF,1B/3B/ OF,Evans,Phillip,Evans,Phillip
399,Scott Heineman,595981,595981,14453,10490,,SEA,OF,OF,Heineman,Scott,Heineman,Scott
400,Jakob Junis,596001,596001,13619,9547,*02f9m*,CIN,RP,RP,Junis,Jakob,Junis,Jakob
401,Austin Slater,596103,596103,16153,9669,*03dg7*,BAL,OF,OF,Slater,Austin,Slater,Austin
402,Garrett Stubbs,596117,596117,18067,10201,*03qn0*,PHI,C,C,Stubbs,Garrett,Stubbs,Garrett
403,Casey Lawrence,596271,596271,11121,9643,*04awd*,SEA,RP,RP,Lawrence,Casey,Lawrence,Casey
404,Nick Ramirez,598286,598286,12575,10619,*026mp*,LAD,RP,RP,Ramirez,Nick,Ramirez,Nick
405,Thyago Vieira,600986,600986,14510,9530,*049ur*,ARI,RP,RP,Vieira,Thyago,Vieira,Thyago
406,Nick Pivetta,601713,601713,15454,9570,*0316j*,BOS,SP,SP,Pivetta,Nick,Pivetta,Nick
407,Ramon Urias,602104,602104,18795,10445,*04de0*,BAL,2B/3B,1B/2B/ 3B,Urias,Ramon,Urías,Ramón
408,Brian Anderson,605119,605119,18289,9622,,ATL,3B,3B,Anderson,Brian,Anderson,Brian
409,Justin Anderson,605121,605121,16201,10023,*03do2*,CHW,RP,RP,Anderson,Justin,Anderson,Justin
410,Scott Barlow,605130,605130,14993,9923,*02buh*,CLE,RP,RP,Barlow,Scott,Barlow,Scott
411,John Brebbia,605154,605154,12777,9664,*03xmd*,CHW,RP,RP,Brebbia,John,Brebbia,John
412,Colten Brewer,605155,605155,12997,9918,*02bt3*,CHC,RP,RP,Brewer,Colten,Brewer,Colten
413,Victor Caratini,605170,605170,14968,9262,*0311f*,HOU,C,C,Caratini,Victor,Caratini,Victor
414,Clay Holmes,605280,605280,13649,9555,*02bx4*,NYY,RP,RP,Holmes,Clay,Holmes,Clay
415,Brandon Leibrandt,605335,605335,16135,11098,,CIN,RP,RP,Leibrandt,Brandon,Leibrandt,Brandon
416,Jack Lopez,605346,605346,13663,11279,,LAA,2B,2B,Lopez,Jack,López,Jack
417,Nick Martini,605361,605361,12005,10039,*02bvk*,CIN,OF,OF,Martini,Nick,Martini,Nick
418,Yacksel Rios,605441,605441,15007,9732,*02bzl*,NYM,RP,RP,Rios,Yacksel,Ríos,Yacksel
419,Jordan Romano,605447,605447,16122,10518,*03di6*,TOR,RP,RP,Romano,Jordan,Romano,Jordan
420,Tayler Scott,605463,605463,13652,10631,*02btg*,HOU,RP,RP,Scott,Tayler,Scott,Tayler
421,Jeffrey Springs,605488,605488,17677,10067,*04mlr*,TB,SP,SP,Springs,Jeffrey,Springs,Jeffrey
422,Zach Thompson,605507,605507,16094,11216,*03de5*,TOR,SP,SP,Thompson,Zach,Thompson,Zach
423,Spencer Turnbull,605513,605513,16207,9893,*03d75*,PHI,SP,SP,Turnbull,Spencer,Turnbull,Spencer
424,Art Warren,605521,605521,18251,10698,*03qyt*,NYY,RP,RP,Warren,Art,Warren,Art
425,Brandon Woodruff,605540,605540,16162,9678,*02bu3*,MIL,SP,SP,Woodruff,Brandon,Woodruff,Brandon
426,Esteban Quiroz,606019,606019,19780,10787,*04m7n*,PHI,SS,SS,Quiroz,Esteban,Quiroz,Esteban
427,Giovanny Gallegos,606149,606149,14986,9526,*03mul*,MIN,RP,RP,Gallegos,Giovanny,Gallegos,Giovanny
428,Yefry Ramirez,606162,606162,15655,9528,,LAD,RP,RP,Ramirez,Yefry,Ramírez,Yefry
429,Joel Payamps,606303,606303,14332,10496,*03aru*,MIL,RP,RP,Payamps,Joel,Payamps,Joel
430,Eric Haase,606992,606992,14111,9831,*02bv2*,MIL,C/OF,C/OF,Haase,Eric,Haase,Eric
431,Jake Hager,606993,606993,12198,11009,,CHC,2B,2B,Hager,Jake,Hager,Jake
432,Jordan Weems,607179,607179,13190,10864,*02bru*,WSH,RP,RP,Weems,Jordan,Weems,Jordan
433,Erick Fedde,607200,607200,17425,9719,*03d6n*,STL,SP,SP,Fedde,Erick,Fedde,Erick
434,Joey Krehbiel,607216,607216,13707,10054,*02bze*,SEA,RP,RP,Krehbiel,Joey,Krehbiel,Joey
435,Beau Taylor,607333,607333,12384,10095,,SEA,C,C,Taylor,Beau,Taylor,Beau
436,Anthony Banda,607455,607455,14706,9563,*02n2v*,LAD,RP,RP,Banda,Anthony,Banda,Anthony
437,Matt Beaty,607461,607461,17710,10486,,ARI,1B,1B,Beaty,Matt,Beaty,Matt
438,Aaron Bummer,607481,607481,16258,9713,*03drc*,ATL,RP,RP,Bummer,Aaron,Bummer,Aaron
439,Kyle Freeland,607536,607536,16256,8941,*03ca3*,COL,SP,SP,Freeland,Kyle,Freeland,Kyle
440,John Means,607644,607644,16269,10112,*03dim*,BAL,SP,SP,Means,John,Means,John
441,Andrew Vasquez,607755,607755,19482,10088,*03ym6*,DET,RP,RP,Vasquez,Andrew,Vasquez,Andrew
442,Max Fried,608331,608331,13743,8704,*02i2j*,ATL,SP,SP,Fried,Max,Fried,Max
443,Cole Irvin,608344,608344,19244,10527,*041ru*,BAL,SP,SP,Irvin,Cole,Irvin,Cole
444,Chris Okey,608360,608360,19245,11490,*03ywx*,LAD,C,C,Okey,Chris,Okey,Chris
445,Jose Godoy,608422,608422,15808,10878,*05llr*,TEX,C,C,Godoy,Jose,Godoy,José
446,Ronald Guzman,608597,608597,14388,9485,*02i1a*,BAL,1B,1B,Guzman,Ronald,Guzmán,Ronald
447,Luke Farrell,608652,608652,15101,9704,,WSH,SP,SP,Farrell,Luke,Farrell,Luke
448,Drew Steckenrider,608716,608716,18806,9507,*02n1f*,OAK,RP,RP,Steckenrider,Drew,Steckenrider,Drew
449,Joey Meneses,608841,608841,14366,11525,*03et7*,WSH,1B,1B,Meneses,Joey,Meneses,Joey
450,Elier Hernandez,609274,609274,13750,11517,*02i19*,TEX,OF,OF,Hernandez,Elier,Hernandez,Elier
451,Miguel Andujar,609280,609280,15878,9523,*02i3l*,OAK,OF,OF,Andujar,Miguel,Andujar,Miguel
452,Austin Adams,613534,613534,13801,9531,*02yxi*,OAK,RP,RP,Adams,Austin,Adams,Austin
453,Angelo Castellano,613546,613546,sa657521,10567,,CHW,3B,3B,Castellano,Angelo,Castellano,Angelo
454,Jason Vosler,613564,613564,16686,9266,*03dpa*,SEA,DH,1B,Vosler,Jason,Vosler,Jason
455,Jose Ruiz,614179,614179,14552,9543,*02i45*,PHI,RP,RP,Ruiz,Jose,Ruiz,José
456,Cal Quantrill,615698,615698,19312,9959,*03yxh*,COL,SP,SP,Quantrill,Cal,Quantrill,Cal
457,Jacob Robson,615699,615699,19528,11261,,DET,OF,OF,Robson,Jacob,Robson,Jacob
458,Luis Torrens,620443,620443,15905,19200,*02nqg*,NYM,C,C,Torrens,Luis,Torrens,Luis
459,Jose Castillo,620454,620454,17169,9911,*02new*,ARI,RP,RP,Castillo,Jose,Castillo,José
460,Alex De Goti,621008,621008,19477,10995,,TEX,2B,2B,De Goti,Alex,De Goti,Alex
461,Jose Cuas,621016,621016,17701,11482,*060mz*,TOR,RP,RP,Cuas,Jose,Cuas,Jose
462,Kevin Newman,621028,621028,17696,10078,*03pj2*,ARI,2B/SS/ 3B,1B/2B/ SS/3B,Newman,Kevin,Newman,Kevin
463,Steven Wilson,621051,621051,20353,11369,*04psv*,CHW,RP,RP,Wilson,Steven,Wilson,Steven
464,Tyler Ferguson,621053,621053,19481,12087,,OAK,RP,RP,Ferguson,Tyler,Ferguson,Tyler
465,Justin Garza,621057,621057,19784,11228,*03adu*,SF,RP,RP,Garza,Justin,Garza,Justin
466,Michael Rucker,621074,621074,19454,10803,*0429q*,PHI,RP,RP,Rucker,Michael,Rucker,Michael
467,James Kaprielian,621076,621076,18331,10469,,TOR,SP,SP,Kaprielian,James,Kaprielian,James
468,Collin Wiles,621079,621079,15106,11570,,TEX,RP,RP,Wiles,Collin,Wiles,Collin
469,Jacob Waguespack,621097,621097,18318,10495,*04y78*,TB,RP,RP,Waguespack,Jacob,Waguespack,Jacob
470,Walker Buehler,621111,621111,19374,9764,*03aac*,LAD,SP,SP,Buehler,Walker,Buehler,Walker
471,Ryan Burr,621114,621114,17536,10084,*03qkx*,TOR,RP,RP,Burr,Ryan,Burr,Ryan
472,Brooks Kriske,621139,621139,21189,10602,*041t2*,CIN,RP,RP,Kriske,Brooks,Kriske,Brooks
473,Ty Buttrey,621142,621142,14719,9619,*02myb*,SEA,RP,RP,Buttrey,Ty,Buttrey,Ty
474,Jose Alvarado,621237,621237,17780,9515,*03btm*,PHI,RP,RP,Alvarado,Jose,Alvarado,José
475,A.J. Minter,621345,621345,18655,9734,*03ppa*,ATL,RP,RP,Minter,A.J.,Minter,A.J.
476,Colin Poche,621363,621363,19403,10502,*02mz1*,TB,RP,RP,Poche,Colin,Poche,Colin
477,Ryan Borucki,621366,621366,16350,9960,*02n6w*,PIT,RP,RP,Borucki,Ryan,Borucki,Ryan
478,Tanner Banks,621383,621383,16990,11444,*03dqv*,PHI,RP,RP,Banks,Tanner,Banks,Tanner
479,Tyrone Taylor,621438,621438,13675,10114,*02mx2*,NYM,OF,OF,Taylor,Tyrone,Taylor,Tyrone
480,Skye Bolt,621450,621450,17723,10467,*03qkd*,ATL,OF,OF,Bolt,Skye,Bolt,Skye
481,Edwin Rios,621458,621458,18316,9955,,CIN,1B,1B,Rios,Edwin,Ríos,Edwin
482,DJ Stewart,621466,621466,17766,10017,*03pj8*,NYM,OF,OF,Stewart,DJ,Stewart,DJ
483,Taylor Ward,621493,621493,17548,10076,*03pje*,LAA,OF,OF,Ward,Taylor,Ward,Taylor
484,Tomas Nido,621512,621512,13755,9499,*02n1i*,CHC,C,C,Nido,Tomas,Nido,Tomás
